"Type","Code","Name","LEI code","Address"
"AIFM REG","A00003153","YANA GP ONE S.À R.L.","87550087CIW5SDFV4Y48","1B, rue Jean Piret L-2350 Luxembourg"
"AIFM REG","A00003170","AKEO MANAGEMENT S.À.R.L.","222100Q6N454XJYZHH20","3, Place de Clairefontaine L-1341 Luxembourg"
"AIFM REG","A00003177","TEIKO ASSET MANAGEMENT S.À R.L.","213800NUOEWU1A3IKZ29","11, avenue de la Porte-Neuve L-2227 Luxembourg"
"AIFM REG","A00003181","JADEHAWK CAPITAL S.À R.L.","984500A65A9BPC25DE59","45, boulevard des Scillas L-2529 Howald"
"AIFM REG","A00003182","COLUMNA BIANALISI S.À R.L.","","2-8, rue Julien Vesque L-2668 Luxembourg"
"AIFM REG","A00003184","AAVISHKAAR ESG S.À R.L.","529900SW1JWSY7HH0I75","3, rue Gabriel Lippmann L-5365 Munsbach"
"AIFM REG","A00003190","ALMAZ CAPITAL PARTNERS GP","","1B, rue Jean Piret L-2350 Luxembourg"
"AIFM REG","A00003192","IBLA INDUSTRIES II GP S.À R.L.","","11, avenue de la Porte-Neuve L-2227 Luxembourg"
"AIFM REG","A00003194","ORBIT GROWTH GP S.À R.L.","549300HK0TC4IEQQD083","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003200","CRESCORE GP S.À R.L.","529900KRHLGOG2EQSZ52","6, rue d'Arlon L-8399 Windhof "
"AIFM REG","A00003208","VQ MANAGEMENT S.À R.L.","","11, avenue de la Porte-Neuve L-2227 Luxembourg"
"AIFM REG","A00003209","VESPER INVESTMENT S.à r.l.","","23, rue Aldringen L-1118 Luxembourg"
"AIFM REG","A00003215","BONALP MANAGEMENT","894500ALP9VZHLHNKC30","1, Haaptstrooss L-9806 Hosingen"
"AIFM REG","A00003228","LAUB GP","","43-45, allée Scheffer L-2520 Luxembourg"
"AIFM REG","A00003232","ALPANA VENTURES INVESTMENTS MANAGEMENT III S.À R.L.","","127, rue de Mühlenbach L-2168 Luxembourg"
"AIFM REG","A00003234","ADTELIER","2594005F900CMHU88V95","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003237","COLUMNA GP III S.À R.L.","","2-8, rue Julien Vesque L-2668 Luxembourg"
"AIFM REG","A00003250","OSINVEST GESTION","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003257","INFO FINANCE S.A.","","35, Gruuss-Strooss L-9991 WEISWAMPACH"
"AIFM REG","A00003258","RAYO FUND S.À R.L.","875500RG75FEHCAVFK15","23, rue Aldringen L-1118 Luxembourg"
"AIFM REG","A00003259","GRIP HORIZON S.A R.L.","9845007CC6B6645ABE04","12, rue Guillaume Schneider L-2522 Luxembourg"
"AIFM REG","A00003270","OMNIA GLOBAL MANAGEMENT","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003274","3P MANAGEMENT","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003275","CORUNDUM SYSTEMS BIOLOGY (LUXEMBOURG) S.À R.L.","","9, rue de Bitbourg L-1273 Luxembourg"
"AIFM REG","A00003278","HAREL FINANCE ALTERNATIVE LUXEMBOURG S.À R.L.","894500KVOZ2AKEHRW460","1, rue Jean Piret L-2350 Luxembourg"
"AIFM REG","A00003282","NEW HORIZONS ASSET MANAGEMENT","549300BL9JGQGIWDEX03","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003329","DHF FUND MANAGEMENT S.À R.L.","89450074TKDCY1BIBW45","1, Haaptstrooss L-9806 Hosingen"
"AIFM REG","A00003300","SILENCE FUND I GP SARL","9845009B6FDB4A08FD15","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003307","FORUM 105 S.À R.L.","549300ZU2KWBDJ6W0710","23, rue Aldringen L-1118 Luxembourg"
"AIFM REG","A00003312","SALICA GROWTH DEBT FUND I GP S.À R.L.","","17, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00003328","BRIGHTPOINT LUXEMBOURG S.À R.L.","","29, boulevard Grande-Duchesse Charlotte L-1331 Luxembourg"
"AIFM REG","A00003330","ASSETCLASSIC MANAGEMENT","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003331","LITTLE BIG PARTNERS","222100722LBBGAXMW648","1A, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00003332","CLOUDBREAK S.À R.L.","894500VEGPZH2FMKY442","8-10, avenue de la Gare L-1610 Luxembourg"
"AIFM REG","A00003343","NOVETA GP S.À R.L.","","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003347","GREF VI GP S.À R.L.","","15, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00003351","QRA HOLDING S.A.","","3, place de Clairefontaine L-1341 Luxembourg"
"AIFM REG","A00003352","QRA 1 SA","","3, place de Clairefontaine L-1341 Luxembourg"
"AIFM REG","A00003397","ASTANOR CO-INVESTMENT PLATFORM GP S.À R.L.","","4, rue du Fort Wallis L-2714 Luxembourg"
"AIFM REG","A00003354","CROISSANT TRADING LUX S.À R.L.","894500P2QOQFT57CS473","1B, rue Jean Piret  L-2350 Luxembourg"
"AIFM REG","A00003358","SAINT JAMES AH GP","","34A, rue Philippe II L-2340 Luxembourg"
"AIFM REG","A00003359","CONNY & CO. ADVISORY S.À R.L.","","60, Avenue John F. Kennedy L-1855 Luxembourg"
"AIFM REG","A00003363","OPERA I GENERAL PARTNER S.À R.L.","","412F, route d'Esch L-1471 Luxembourg"
"AIFM REG","A00003410","GEO MEDTECH VENTURES S.À R.L.","2138005E1T4AERYM6G67","2, Place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003379","LX PARTNERS GP S.À R.L.","213800EHTBR6133HDB65","63-65, rue de Merl L-2146 Luxembourg"
"AIFM REG","A00003385","MTC I GP S.À R.L.","","11, avenue de la Porte-Neuve L-2227 Luxembourg"
"AIFM REG","A00003389","TURING CAPITAL MANAGEMENT","213800YT8T48EZSKM817","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003394","GHVM-S S.À R.L.","","4, rue du Fort Wallis L-2714 Luxembourg"
"AIFM REG","A00003398","APPRECIA CAPITAL","","42, rue de la Vallée L-2661 Luxembourg"
"AIFM REG","A00003399","ATLANTIC PARTNERS MANAGEMENT S.A R.L.","213800SUEZJT1PVB2I33","12C, rue Guillaume J. Kroll L-1882 Luxembourg"
"AIFM REG","A00003404","STIRLING GP","","2C, Parc d'Activités Capellen L-8308 Capellen"
"AIFM REG","A00003406","ZEDRA ALTERNATIVE MANAGEMENT S.À R.L.","","11, avenue de la Porte-Neuve L-2227 Luxembourg"
"AIFM REG","A00003409","REAL INVESTMENTS V (GP) S.À R.L.","","370, route de Longwy L-1940 Luxembourg"
"AIFM REG","A00003353","SICOS SECURITIES","984500CA6EFE5666XF32","76-78, rue de Merl L-2146 Luxembourg"
"AIFM REG","A00003411","UNIVERSIS CAPITAL PARTNER MANAGEMENT","","21, rue du Puits Romain L-8070 Bertrange"
"AIFM REG","A00003412","PROFOUNDERS CAPITAL III S.À R.L.","","8, rue Lou Hemmer L-1748 Senningerberg"
"AIFM REG","A00003417","MARKET ONE CAPITAL II GP SARL","","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003422","FRGTE S.À R.L.","9845005M8D3CEZEB6513","1, Haaptstrooss L-9806 Hosingen"
"AIFM REG","A00003435","ARTA CAPITAL","213800NFE2PWS1KSVC63","33, rue de Gasperich L-5826 Hesperange"
"AIFM REG","A00003437","NATIX CAPITAL MANAGEMENT","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003441","HOSPITALITY GROWTH GP S.À R.L.","","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003444","GLOBAL VENTURES III GP S.À R.L.","","46A, avenue John F. Kennedy L-1855 Luxembourg"
"AIFM REG","A00003449","ISOMETRIC MANAGEMENT SARL","","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003452","EEVOLVE GENERAL PARTNER S.À R.L.","","8, rue Lou Hemmer L-1748 Senningerberg"
"AIFM REG","A00003457","ALPHA VENTURES LIMITED S.À R.L.","","4A, rue Henri Schnadt L-2530 Luxembourg"
"AIFM REG","A00003462","GALACTICO S.À R.L.","213800KC1BH5VDD6AV54","1A, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00003470","212 MANAGEMENT III S.À R.L.","","5, avenue Gaston Diederich L-1420 Luxembourg"
"AIFM REG","A00003475","D-TAIL SERVICES S.À R.L.","","60, avenue John F. Kennedy L-1855 Luxembourg"
"AIFM REG","A00003484","MARBLE ARCH MANAGEMENT GP S.À R.L.","","10, rue Mathias Hardt L-1717 Luxembourg"
"AIFM REG","A00003487","CRE INVESTMENTS GP S.À R.L.","529900P2413OVN1BZJ85","6, rue d'Arlon L-8399 Windhof "
"AIFM REG","A00003495","CHESS PARTNERS","875500ZOJOYRKUV8VY60","36-38, Grand-Rue L-1660 Luxembourg"
"AIFM REG","A00003496","BLUESENTINEL PEM S.À R.L.","","64, rue Principale L-5367 Schuttrange"
"AIFM REG","A00003501","KINGUIN GP","","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003504","SERPENTINE ROOKIE FUND GP LUXEMBOURG, S.À R.L.","","42, rue de la Vallée L-2661 Luxembourg"
"AIFM REG","A00003505","SHIFT CAPITAL (GP) S.À R.L.","","33, rue de Gasperich L-5826 Hesperange"
"AIFM REG","A00003516","CEIP II GP S.À R.L.","","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003523","AKCP S.À R.L.","894500WN4B3K37XT9W63","1B, rue Jean Piret L-2350 Luxembourg"
"AIFM REG","A00003514","THE GATE GP S.À R.L.","213800UL2ABMUKU6BC29","1A, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00003526","CRESCORE S.À R.L.","","6, rue d'Arlon L-8399 Windhof "
"AIFM REG","A00003533","ARAMID MANAGEMENT","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003535","PLACEFIRST GP S.À R.L.","","15, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00003542","FINLIGHTMENT MANAGEMENT","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003543","VAUBAN CAPITAL LUX","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003544","ID4 VENTURES GP S.À R.L.","","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003557","1686 PARTNERS GP S.À R.L.","9845002A9E0QBZEI4J39","70, route d'Esch L-1470 Luxembourg"
"AIFM REG","A00003558","TILIA IMPACT VENTURES II GP S.À R.L.","","51-53, rue de Merl L-2146 Luxembourg"
"AIFM REG","A00003559","QRA 3 S.A.","","3, place Clairefontaine L-1341 Luxembourg"
"AIFM REG","A00003560","DECALIA CAPITAL CO-INVEST GP S.À R.L.","222100M4GRQR478AX605","15, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00003564","BGVP CAPITAL PARTNERS GP S.A R.L.","222100HU2KYDPE87T292","25C, boulevard Royal L-2449 Luxembourg"
"AIFM REG","A00003565","TENITY INCUBATION GP II S.À R.L.","","12, rue des Mérovingiens L-8070 Bertrange"
"AIFM REG","A00003566","KICKFUND PARTNERS","","5, avenue Gaston Diderich L-1420 Luxembourg"
"AIFM REG","A00003572","BIOVISION VENTURES GP S.À R.L.","","30, boulevard Royal L-2449 Luxembourg"
"AIFM REG","A00003577","BERRY FFF GP","213800IKFHB4R7XMDH43","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003579","VAN DER BEURZE MANAGEMENT","","2C, Parc d'Activités Capellen L-8308 Capellen"
"AIFM REG","A00003584","HALCYON EQUITY PARTNERS GP S.À R.L.","","17, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00003587","QUANTINNOVA","98450001XC1F77C6A177","51, rue du Soleil L-2544 Luxembourg"
"AIFM REG","A00003590","MEVGP IV S.À R.L.","","30, boulevard Royal L-2449 Luxembourg"
"AIFM REG","A00003591","HINDU KUSH GP S.À R.L.","","12C, rue Guillaume J. Kroll L-1882 Luxembourg"
"AIFM REG","A00003657","FRAGG-INVEST GP","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003595","KINEO CAPITAL PARTNERS","","1A, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00003597","HEDGE AND SACHS ASSET MANAGEMENT","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003598","ASBBJ MANAGEMENT","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003606","DB ALGO MANAGEMENT","213800RZQCF3IH1JXJ57","2C, Parc d'Activités Capellen L-8308 Capellen"
"AIFM REG","A00003607","VERB VENTURES S.À R.L.","2138004SMBCD51KE4W74","11-13, boulevard de la Foire L-1528 Luxembourg"
"AIFM REG","A00003668","ROSBERG VENTURES MANAGEMENT (LUX) SARL","","12, rue des Mérovingiens L-8070 Bertrange"
"AIFM REG","A00003624","APEX ELITE MANAGEMENT","","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003627","SBL CAPITAL","213800NVCFHXFPTNC715","1A, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00003628","DEVOTO SARL","","43, Tony Bourg Strooss L-9775 Weicherdange"
"AIFM REG","A00003632","LEADBLOCK PARTNERS (GP)","","51, Grand-Rue L-1661 Luxembourg"
"AIFM REG","A00003633","ICEO RED GP S.À R.L.","","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003636","NVO CAPITAL S.À R.L.","25490010N08VRIHJ0064","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003639","EPITOME MANAGEMENT","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003640","ROCKAWAY VENTURE PARTNERS (GP) S.À R.L.","","4, rue Peternelchen L-2370 Howald"
"AIFM REG","A00003642","LUNAR VENTURES GP S.À R.L.","","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003648","VESALIUS BIOCAPITAL IV PARTNERS SARL","","17, rue Edmond Reuter L-5326 Contern"
"AIFM REG","A00003653","QUADRI VENTURES I GP S.À R.L. ","","16, rue Erasme L-1468 Luxembourg"
"AIFM REG","A00003658","VESTED CAPITAL","2549003L5GFM4EAL7D04","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003659","BPI CAPITAL","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003661","HAYFIN NV GP S.À R.L.","","15, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00003673","ENTELEKEIA CAPITAL MANAGEMENT S.À R.L.","815600653708C8623078","11-13, boulevard de la Foire L-1528 Luxembourg"
"AIFM REG","A00003682","MOMENTA VENTURES","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003684","PULCEMIA GP S.À R.L.","","12C, rue Guillaume J. Kroll L-1882 Luxembourg"
"AIFM REG","A00003687","GLOBFOLIO FUND MANAGEMENT","213800DUI55PB9I93H96","1A, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00003691","SUNBRICKS GP SARL","","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003698","QVP","","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003699","DUAL USE CAPITAL PARTNERS","","1A, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00003801","ARGONOVA","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003804","YELDO GP S.À R.L.","","3, rue du Fossé L-1536 Luxembourg"
"AIFM REG","A00003805","PROPREAL FUND MANAGEMENT","","1, rue du Saint-Esprit L-1475 Luxembourg"
"AIFM REG","A00003806","PIXCAPITAL PARTNERS","","1A, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00003814","WEST WING MANAGEMENT SARL","","19-21, route d'Arlon L-8009 Strassen"
"AIFM REG","A00003817","INCOMLEND MANAGEMENT S.À R.L.","","1B, rue Jean Piret L-2350 Luxembourg"
"AIFM REG","A00003824","FUTURE INDUSTRY VENTURES S.À R.L.","","8, rue Lou Hemmer L-1748 Senningerberg"
"AIFM REG","A00003826","VESNA VC SARL","","1A, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00003827","PITON CAPITAL GP S.À R.L.","","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003695","FOCUS ESTATE MANAGEMENT","2594006L193KP00GON38","2-4, Parc d'Activités Capellen L-8308 Capellen"
"AIFM REG","A00003840","ABST INVEST","","2C, Parc d'Activités Capellen L-8308 Capellen"
"AIFM REG","A00003843","JBM GP S.À R.L.","","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003844","PREMIUM CAPITAL MANAGEMENT","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003851","RADIX VENTURES GP SARL","","1a, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00003852","CATALPA VENTURES S.À R.L.","","17, rue de Flaxweiler L-6776 Grevenmacher"
"AIFM REG","A00003858","SOLON CAPITAL ADVISERS LTD","","29, rue Alphonse Munchen L-2172 Luxembourg"
"AIFM REG","A00003859","FORCE MANAGEMENT","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003860","AYSTON WEALTH","984500849DD0BBF68280","26, boulevard Royal L-2449 Luxembourg"
"AIFM REG","A00003931","FABRIC VENTURES FUND MANAGEMENT S.À R.L.","984500EC7705091F0369","9, rue du Laboratoire L-1911 Luxembourg"
"AIFM REG","A00003864","ALPHA FUTURE FUNDS GP S.À R.L.","","6, rue Dicks L-1417 Luxembourg"
"AIFM REG","A00003867","ASCENT CAPITAL GP","213800VBBZYPMFIJPZ92","1A, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00003868","SQT INVESTMENT MANAGEMENT S.A.","984500BA00891BF49F35","1, Haaptstrooss L-9806 Hosingen"
"AIFM REG","A00003879","AMRO FALCO GP S.A R.L.","","19, Rue Eugène Ruppert L-2453 Luxembourg"
"AIFM REG","A00003880","TIOOPO TP1 GP S.À R.L.","","12C, rue Guillaume J. Kroll L-1882 Luxembourg"
"AIFM REG","A00003885","ACTARUS RENEWABLES","","26, boulevard Royal L-2449 Luxembourg"
"AIFM REG","A00003886","HQK CAPITAL S.À R.L.","984500X4146FEADE8822","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003887","SALICA ACCESS FUND IV GP S.À R.L.","","17, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00003900","ONCONSULT S.À R.L.","8156007C12C364495E75","89D, Parc d'Activités de Capellen L-8308 Capellen"
"AIFM REG","A00003908","TANGLIN S.A R.L.","","40, boulevard Joseph II L-1840 Luxembourg"
"AIFM REG","A00003912","VOLTERA CAPITAL PARTNERS","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003913","OLEKA FUND GP S.À R.L.","","6, rue Dicks L-1417 Luxembourg"
"AIFM REG","A00003917","LUDUS GP S.À R.L.","","6, rue Dicks L-1417 Luxembourg"
"AIFM REG","A00003918","CRG CAPITAL","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003922","AQ1443 LUX","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003924","FORTI SF GP","","36-38, Grand-Rue L-1660 Luxembourg"
"AIFM REG","A00003862","TEES RIVER MANAGEMENT","254900JVQCPZC2QJAC25","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003940","INTEGRAL CAPITAL GROUP GP II SARL","","15, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00003944","DEEPBRIGHT GP","","2C, parc d'Activités L-8308 Capellen"
"AIFM REG","A00003949","AVRS PARTNERS S.À R.L.","","1A, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00003950","EPSILON ALPHA MANAGEMENT","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003959","FF RED & WHITE GENERAL PARTNER S.À R.L. ","","94, rue du Grünewald L-1912 Luxembourg"
"AIFM REG","A00003964","BALNORD","","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003966","RELAY INVESTMENTS EUROPE FUND GP SARL","","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003976","RISE POINT CAPITAL GP S.À R.L.","","51-53, rue de Merl L-2146 Luxembourg"
"AIFM REG","A00003979","MODALITY MANAGEMENT","","2C, parc d'Activités L-8308 Capellen"
"AIFM REG","A00003990","SILVERCOURT CAPITAL PARTNERS GP S.À R.L.","","51, boulevard Grande-Duchesse Charlotte L-1331 Luxembourg"
"AIFM REG","A00003951","ILANGA SARL","","68, boulevard de la Pétrusse L-2320 Luxembourg"
"AIFM REG","A00003823","RHF GENERAL PARTNER LIMITED","","5, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00004144","CALX CAPITAL MANAGEMENT S.À R.L.","529900IEOWKMA4IXDO18","33, Boulevard Prince Henri L-1724 Luxembourg"
"AIFM REG","A00004145","ARBOR CAPITAL GENERAL PARTNER S.À R.L.","636700CHZPBD3FU1O089","17, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00003650","ROUNDTABLE EUVECA MANAGER LUX S.À R.L.","","9, rue du Laboratoire L-1911 Luxembourg"
"AIFM REG","A00003994","EVOLEEN INVEST GP","","17, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00002693","NOIA CAPITAL S.ÀR.L.","894500AKGEZAMMCRQR03","7, rue Robert Stümper L-2557 Luxembourg"
"AIFM REG","A00002714","CROSSROADS REAL ESTATE PARTNERS II S.À R.L.","549300WCMXLQCMH1YR79","7, rue Robert Stumper L-2557 Luxembourg"
"AIFM REG","A00003243","SPARKLE VENTURES GP S.À R.L.","","7, rue Robert Stumper L-2557 Luxembourg"
"AIFM REG","A00003244","SATGANA (GP) S.À R.L.","","7, rue Robert Stumper L-2557 Luxembourg"
"AIFM REG","A00003436","ANNYCENT MANAGERS S.À R.L.","","7, rue Robert Stümper L-2557 Luxembourg"
"AIFM REG","A00003489","ELYPS LIQUID DIGITAL ASSET GP S.À R.L.","","18, rue Robert Stumper L-2557 Luxembourg"
"AIFM REG","A00003919","DEMETRA HEDGE FUND GP","984500A094A12A4E9D55","18, rue Robert Stumper L-2557 Luxembourg"
"AIFM REG","A00003958","ODDO BHF COINVESTMENT FUND PLATFORM GP","","7, rue Robert Stumper L-2557 Luxembourg"
"AIFM REG","A00000650","CAM V","529900W4Q17JG19H8X64","5, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00000651","CAM GLOBAL INFRASTRUCTURE FUND","529900XSHQR740ATFF11","5, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00003999","CQUAKE SHIPPING FUND GP S.À R.L.","","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003989","NOVUS MANAGEMENT S.À R.L.","984500374CA94RC0TF14","36-38, Grand Rue L-1660 Luxembourg"
"AIFM REG","A00004000","BLOSSEM FINANCE GP S.À R.L.","","15, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00004001","FBS FUND GENERAL PARTNER G.P. S.À R.L.","","70, Grand-rue L-1660 Luxembourg"
"AIFM REG","A00004002","ARC CAPITAL PARTNERS GP S.À R.L.","","25C, Boulevard Royal L-2449 Luxembourg"
"AIFM REG","A00004003","CELLAR INVESTMENT PARTNERS","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003319","PADDOCK FUND SOLUTIONS S.A.","894500BH9E4TFB73P237","33, rue du Puits Romain L-8070 Bertrange"
"AIFM REG","A00003367","CAPITALIS PREMIERE GROUP","984500A712C13BB83A79","2 C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00004006","GLOBAL SCALE MANAGEMENT","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00000230","GAR INVESTMENT MANAGERS","222100SWJ12N6AWO5L47","40, rue de Hesperange L-1731 Luxembourg"
"AIFM REG","A00004011","TERMINUS GP S.ÀR.L.","","7, rue Robert Stumper L-2557 Luxembourg"
"AIFM REG","A00005053","NATURAL VENTURES MANAGEMENT S.À R.L.","","17, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00004013","ÉQUIPE FINANCIÈRE S.À R.L.","984500FDF91B4G4FF476","2, Place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00003568","KING WILLIAM STREET MANAGEMENT","213800BX2EUHWFV9N659","2C Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003402","CONVERGINVEST CAPITAL PARTNERS S.A.","8945001SI47WOT8H2S32","2A, rue des Capucins L-1313 Luxembourg"
"AIFM REG","A00003952","ILANGA II SARL","","68, boulevard de la Pétrusse L-2320 Luxembourg"
"AIFM REG","A00003132","IKONA COLLECTION S.À R.L.","","142, route de Luxembourg L-7241 Bereldange"
"AIFM REG","A00001966","C5 HAVEN CYBER GP S.À R.L.","984500E9CA1B4670DE53","106, route d'Esch L-1470 Luxembourg"
"AIFM REG","A00003839","SIMAND S.À R.L.","","63, rue de Merl L-2146 Luxembourg"
"AIFM REG","A00000704","C5 S.A R.L.","984500ACBD08A58D8D16","106, route d'Esch L-1470 Luxembourg"
"AIFM REG","A00004024","VINTHERA VENTURE HYBRID GP S.À R.L.","","7, rue Robert Stumper L-2557 Luxembourg"
"AIFM REG","A00003403","SANGHA CVP","","58, rue Charles Martel L-2134 Luxembourg"
"AIFM REG","A00002515","PRIME EUROPEAN PROPERTY AAA SARL","","8, rue Henri M. Schnadt L-2530 Luxembourg"
"AIFM REG","A00004030","PRIME LUX FUND MANAGEMENT","","1A, Heienhaff L-1736 Senningerberg"
"AIFM REG","A00004031","MATTER GOLD GP S.À R.L.","","1, rue Jean Piret L-2350 Luxembourg"
"AIFM REG","A00004032","SALICA LEADERS FUND II GP S.À R.L.","","17, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00002480","OAK HILL INVESTMENT GP S.À R.L.","","2C, rue Nicolas Bové L-1253 Luxembourg"
"AIFM REG","A00002730","BTOV PARTNERS SARL VI","","12, rue des Mérovingiens L-8070 Bertrange"
"AIFM REG","A00004034","IKON MANAGEMENT","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00004035","TURICUM MANAGEMENT","","2C, parc d'Activités L-8308 Capellen"
"AIFM REG","A00002703","BEV-E GP SARL","","15, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00002688","ELYSIA GP S.À R.L.","549300QI6N5RHDPSLZ22","2, place de Strasbourg L-2562 Luxembourg"
"AIFM REG","A00002807","AXF (GP)","","31, rue de Hollerich L-1741 Luxembourg"
"AIFM REG","A00003098","MALIBU GP S.À R.L.","984500867F985D1B4D15","136, route d'Arlon L-1150 Luxembourg"
"AIFM REG","A00004038","2X IGNITE LUXEMBOURG GENERAL PARTNER S.À R. L.","","30, boulevard Royal L-2449 Luxembourg"
"AIFM REG","A00004039","RUBY SENIOR LIVING GP S.À R.L.","","15, boulevard F.W. Raiffeisen L-2411 Luxembourg"
"AIFM REG","A00002084","HELIKE S.À R.L.","222100P6RCHR6H818H81","11, avenue de la Porte-Neuve L-2227 Luxembourg"
"AIFM REG","A00003075","NP CAPITAL GP S.À R.L.","984500139775A1D10B46","99, Grand-rue L-1661 Luxembourg"
"AIFM REG","A00003169","AVG GROUP S.À R.L.","549300EDGQMDHIU5X319","10, rue Mathias Hardt L-1717 Luxembourg"
"AIFM REG","A00003304","INNOVO PRIVATE EQUITY IM","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00003914","PURPLE VENTURES II GP","","2C, Parc d'Activités L-8308 Capellen"
"AIFM REG","A00004043","MATCH VENTURES GP S.À R.L.","","99, Grand-Rue L-1661 Luxembourg"
